stationcode,name,arrdt,lat,lon,ts_hour,bikes_mean,bikes_median,docks_mean
1001,Quai de l'Horloge - Pont Neuf,Paris,48.857058739111,2.3417982839439,2025-08-20 15:00:00+00:00,6.0,6.0,11.0
1002,Victoria - Place du Chatelet,Paris,48.857992591527,2.3469167947769,2025-08-20 15:00:00+00:00,21.0,21.0,1.0
1003,Saint-Denis - Rivoli,Paris,48.859059340842,2.3476943001151,2025-08-20 15:00:00+00:00,35.0,35.0,8.0
1006,Grande Truanderie - Saint-Denis,Paris,48.8626302,2.3498075,2025-08-20 15:00:00+00:00,17.0,17.0,14.0
1007,Turbigo - Française,Paris,48.86358858111446,2.3477794602513318,2025-08-20 15:00:00+00:00,16.0,16.0,0.0
1008,Les Halles - Saint-Eustache,Paris,48.86362695901683,2.342623919248581,2025-08-20 15:00:00+00:00,22.0,22.0,10.0
1012,Jean-Jacques Rousseau - Deux Ecus,Paris,48.86297805972131,2.3414635285735126,2025-08-20 15:00:00+00:00,19.0,19.0,2.0
1013,Place du Palais Royal,Paris,48.862382970647,2.3384822532535,2025-08-20 15:00:00+00:00,61.0,61.0,5.0
1014,Rivoli - Musée du Louvre,Paris,48.86364636851945,2.33409583568573,2025-08-20 15:00:00+00:00,17.0,17.0,7.0
1015,Place André Malraux,Paris,48.863925158727,2.3356226831675,2025-08-20 15:00:00+00:00,27.0,27.0,10.0
1016,Thérèse - Opéra,Paris,48.866483514509,2.3344334212238,2025-08-20 15:00:00+00:00,20.0,20.0,4.0
1017,Saint-Honoré - 29 juillet,Paris,48.86557114282421,2.330567417577153,2025-08-20 15:00:00+00:00,19.0,19.0,1.0
1018,Alger - Rivoli,Paris,48.864773553495,2.3294493936128,2025-08-20 15:00:00+00:00,21.0,21.0,0.0
1020,Cambon - Rivoli,Paris,48.866143390992,2.3251800647137,2025-08-20 15:00:00+00:00,27.0,27.0,10.0
1021,Halles - Bourdonnais,Paris,48.860448992575,2.3460162431002,2025-08-20 15:00:00+00:00,15.0,15.0,5.0
1022,Danielle Casanova - Place Vendôme,Paris,48.868266498223,2.3304839059711,2025-08-20 15:00:00+00:00,24.0,24.0,13.0
1023,Saint-Honoré - Musée du Louvre,Paris,48.863443132848,2.3348781846405,2025-08-20 15:00:00+00:00,25.0,25.0,6.0
1024,Coquillière - Louvre,Paris,48.863795909662,2.3425736278296,2025-08-20 15:00:00+00:00,19.0,19.0,2.0
1025,Oratoire - Rivoli,Paris,48.861342760889,2.3400047421455,2025-08-20 15:00:00+00:00,18.0,18.0,0.0
1026,Place du Lieutenant Henri Karcher,Paris,48.86349087172447,2.3400671035051346,2025-08-20 15:00:00+00:00,24.0,24.0,6.0
1102,Française - Etienne Marcel,Paris,48.864053304653766,2.347587011754513,2025-08-20 15:00:00+00:00,37.0,37.0,0.0
1116,Ventadour - Opéra,Paris,48.866810653323,2.3343884482519,2025-08-20 15:00:00+00:00,21.0,21.0,6.0
1117,Pont Neuf - Rivoli,Paris,48.860089892617,2.344057559967,2025-08-20 15:00:00+00:00,25.0,25.0,2.0
1119,Cossonnerie - Sébastopol,Paris,48.86132665908402,2.349419631063938,2025-08-20 15:00:00+00:00,16.0,16.0,8.0
1120,Lavandieres Sainte Opportune - Rivoli,Paris,48.859279702476,2.3466217517853,2025-08-20 15:00:00+00:00,24.0,24.0,2.0
1201,Perrault - Place du Louvre,Paris,48.860273568996,2.3412468419093,2025-08-20 15:00:00+00:00,27.0,27.0,1.0
2001,Greneta - Sebastopol,Paris,48.865242333228,2.3516669869423,2025-08-20 15:00:00+00:00,27.0,27.0,2.0
2002,Etienne Marcel - Montorgueil,Paris,48.86450567259199,2.346195951104164,2025-08-20 15:00:00+00:00,27.0,27.0,1.0
2003,Saint-Denis - Réaumur,Paris,48.8661116315789,2.3507790675507594,2025-08-20 15:00:00+00:00,23.0,23.0,5.0
2004,Square Pierre Lazareff,Paris,48.867141720746,2.3483933508396,2025-08-20 15:00:00+00:00,13.0,13.0,2.0
2005,Montmartre - Etienne Marcel,Paris,48.86502194581,2.3450684401448,2025-08-20 15:00:00+00:00,16.0,16.0,0.0
2006,Place des Victoires,Paris,48.8660354,2.3420333,2025-08-20 15:00:00+00:00,11.0,11.0,12.0
2008,Mairie du 2ème,Paris,48.8672190355135,2.3404625437747044,2025-08-20 15:00:00+00:00,17.0,17.0,10.0
2009,Filles Saint-Thomas - Place de la Bourse,Paris,48.868899890853,2.3397543845203,2025-08-20 15:00:00+00:00,31.0,31.0,26.0
2010,Uzès - Montmartre,Paris,48.87079098024071,2.3431010171771054,2025-08-20 15:00:00+00:00,22.0,22.0,6.0
2012,Choiseul - Quatre Septembre,Paris,48.869935533187,2.3359975218773,2025-08-20 15:00:00+00:00,5.0,5.0,6.0
2013,Favart - Italiens,Paris,48.871446353921,2.3382901058508,2025-08-20 15:00:00+00:00,7.0,7.0,9.0
2014,Daunou - Louis le Grand,Paris,48.869113,2.332515,2025-08-20 15:00:00+00:00,26.0,26.0,6.0
2015,Louis le Grand - Italiens,Paris,48.870508937204,2.3340544619393,2025-08-20 15:00:00+00:00,27.0,27.0,6.0
2016,Aboukir - Alexandrie,Paris,48.86868344444473,2.3502043269474897,2025-08-20 15:00:00+00:00,11.0,11.0,6.0
2017,Caire - Dussoubs,Paris,48.86785342111862,2.349364310503006,2025-08-20 15:00:00+00:00,30.0,30.0,9.0
2020,Danielle Casanova - Opéra,Paris,48.867643242297,2.3333894088864,2025-08-20 15:00:00+00:00,17.0,17.0,2.0
2021,Cléry - Montmartre,Paris,48.867458,2.3445211,2025-08-20 15:00:00+00:00,37.0,37.0,21.0
2022,Saint-Fiacre - Poissonière,Paris,48.870828911558,2.3459213599563,2025-08-20 15:00:00+00:00,33.0,33.0,2.0
2101,Bachaumont - Montmartre,Paris,48.86617395079137,2.3449775576591496,2025-08-20 15:00:00+00:00,31.0,31.0,2.0
2102,Saint-Marc - Feydeau,Paris,48.870326843044,2.3418715826353,2025-08-20 15:00:00+00:00,28.0,28.0,8.0
2108,Vivienne - Montmartre,Paris,48.871347597383,2.3414588347077,2025-08-20 15:00:00+00:00,36.0,36.0,3.0
2110,Jeûneurs - Mulhouse,Paris,48.868997,2.346925,2025-08-20 15:00:00+00:00,23.0,23.0,5.0
2111,Chabanais - Petits Champs,Paris,48.86703740186721,2.336716018617153,2025-08-20 15:00:00+00:00,19.0,19.0,10.0
2201,Vivienne - Petits Champs,Paris,48.867331390877,2.3391437530518,2025-08-20 15:00:00+00:00,0.0,0.0,30.0
3001,Beaumarchais - Saint-Gilles,Paris,48.8580378,2.3679352,2025-08-20 15:00:00+00:00,29.0,29.0,20.0
3002,Saint-Gilles - Turenne,Paris,48.858158956779,2.3647149920992,2025-08-20 15:00:00+00:00,10.0,10.0,7.0
3003,Fille du Calvaire - Turenne,Paris,48.86210505412563,2.3649600148200998,2025-08-20 15:00:00+00:00,21.0,21.0,5.0
3004,Place de la République - Temple,Paris,48.867211201859,2.3635464370545,2025-08-20 15:00:00+00:00,10.0,10.0,7.0
3005,Sainte-Elisabeth - Turbigo,Paris,48.86610337431,2.3596492409706,2025-08-20 15:00:00+00:00,22.0,22.0,11.0
3006,Mairie du 3ème,Paris,48.86446178139141,2.361762821674347,2025-08-20 15:00:00+00:00,18.0,18.0,9.0
3007,Archives - Pastourelle,Paris,48.8623615,2.3595041,2025-08-20 15:00:00+00:00,21.0,21.0,5.0
3008,Perle - Vieille du Temple,Paris,48.8601346,2.3611206,2025-08-20 15:00:00+00:00,24.0,24.0,10.0
3009,Temple - Haudriettes,Paris,48.861636880212,2.3566960206458,2025-08-20 15:00:00+00:00,16.0,16.0,3.0
3010,Beaubourg - Michel-le-Comte,Paris,48.862534941806,2.3543103039265,2025-08-20 15:00:00+00:00,14.0,14.0,1.0
3011,Turbigo - Réaumur,Paris,48.865574047531,2.3564198613167,2025-08-20 15:00:00+00:00,18.0,18.0,9.0
3012,Square Emile - Chautemps,Paris,48.867433724231,2.3536357283592,2025-08-20 15:00:00+00:00,13.0,13.0,9.0
3101,Porte Saint-Martin,Paris,48.86860172112996,2.35570102930069,2025-08-20 15:00:00+00:00,12.0,12.0,21.0
3102,Bourg l'Abbé - Saint-Martin,Paris,48.863933319493,2.352406270802,2025-08-20 15:00:00+00:00,49.0,49.0,9.0
3201,Payenne - Square George Caïn,Paris,48.8578329,2.3622643,2025-08-20 15:00:00+00:00,20.0,20.0,4.0
4001,Arcole - Notre-Dame,Paris,48.853883541328,2.3493797332048,2025-08-20 15:00:00+00:00,23.0,23.0,7.0
4002,Marché aux fleurs,Paris,48.855258115391,2.3473754525185,2025-08-20 15:00:00+00:00,7.0,7.0,15.0
4003,Quai aux Fleurs - Pont Saint-Louis,Paris,48.852915956209,2.3521957173944,2025-08-20 15:00:00+00:00,18.0,18.0,2.0
4006,Bourdon - Pont Morland,Paris,48.8478103,2.3659356,2025-08-20 15:00:00+00:00,52.0,52.0,0.0
4007,Place de la Bastille - Bourdon,Paris,48.852364355271,2.3681089282036,2025-08-20 15:00:00+00:00,31.0,31.0,2.0
4009,Village Saint-Paul,Paris,48.852639866625,2.3607301712036,2025-08-20 15:00:00+00:00,21.0,21.0,7.0
4010,Saint-Antoine Sévigné,Paris,48.8550222,2.3612322,2025-08-20 15:00:00+00:00,28.0,28.0,2.0
4011,Hôtel de Ville - Pont-Marie,Paris,48.853899645527,2.3569472506642,2025-08-20 15:00:00+00:00,29.0,29.0,5.0
4012,Tiron - Rivoli,Paris,48.855692253233,2.3579058051109,2025-08-20 15:00:00+00:00,22.0,22.0,4.0
4013,Vieille du Temple - Francs Bourgeois,Paris,48.858256413365815,2.35821794718504,2025-08-20 15:00:00+00:00,21.0,21.0,6.0
4014,Blancs-Manteaux - Archives,Paris,48.85941800703,2.3559471219778,2025-08-20 15:00:00+00:00,22.0,22.0,7.0
4015,Mairie du 4ème,Paris,48.855949910497,2.3563823103905,2025-08-20 15:00:00+00:00,37.0,37.0,6.0
4016,Lobau - Hôtel de Ville,Paris,48.8562118,2.3532536,2025-08-20 15:00:00+00:00,57.0,57.0,1.0
4017,Place de l'Hôtel de Ville,Paris,48.8573314,2.351458,2025-08-20 15:00:00+00:00,13.0,13.0,0.0
4018,Saint-Bon - Rivoli,Paris,48.857999643315,2.3502172809763,2025-08-20 15:00:00+00:00,28.0,28.0,2.0
4019,Cloître Saint-Merri - Renard,Paris,48.858835448898,2.3518279194832,2025-08-20 15:00:00+00:00,28.0,28.0,4.0
4020,Place Edmond Michelet,Paris,48.860134890542,2.3500636965036,2025-08-20 15:00:00+00:00,22.0,22.0,0.0
4021,Centre Georges Pompidou,Paris,48.861419,2.352581,2025-08-20 15:00:00+00:00,22.0,22.0,3.0
4101,Bastille - Beaumarchais,Paris,48.853833463852,2.3685702681541,2025-08-20 15:00:00+00:00,21.0,21.0,1.0
4103,Archives - Rivoli,Paris,48.857346707443,2.3539767041802,2025-08-20 15:00:00+00:00,23.0,23.0,2.0
4104,Sebastopol - Rambuteau,Paris,48.86181809267,2.3501381278038,2025-08-20 15:00:00+00:00,15.0,15.0,1.0
4107,Beaumarchais - Pas de la Mule,Paris,48.855580507049,2.3684333673431,2025-08-20 15:00:00+00:00,16.0,16.0,0.0
4108,Quai de Béthune - Pont de la Tournelle,Paris,48.85097433194,2.3563072085381,2025-08-20 15:00:00+00:00,11.0,11.0,14.0
4109,Mornay - Sully,Paris,48.84970399548416,2.364460788667202,2025-08-20 15:00:00+00:00,9.0,9.0,5.0
4110,Neuve Saint-Pierre - Beautreillis,Paris,48.85355351439652,2.3639122769236565,2025-08-20 15:00:00+00:00,18.0,18.0,0.0
4201,Sully - Morland,Paris,48.851290697625,2.3624387532495,2025-08-20 15:00:00+00:00,0.0,0.0,1.0
5001,Harpe - Saint-Germain,Paris,48.851518815017,2.3436703160405,2025-08-20 15:00:00+00:00,31.0,31.0,13.0
5002,Sommerard - Saint-Jacques,Paris,48.85031043292447,2.345015835298588,2025-08-20 15:00:00+00:00,22.0,22.0,12.0
5003,Le Goff - Gay-Lussac,Paris,48.846102400979,2.3412207886577,2025-08-20 15:00:00+00:00,10.0,10.0,25.0
5004,Saint-Jacques - Val de Grâce,Paris,48.8417514,2.3413893,2025-08-20 15:00:00+00:00,4.0,4.0,14.0
5005,Gay Lussac - Saint-Jacques,Paris,48.844730256132,2.3419239448664,2025-08-20 15:00:00+00:00,7.0,7.0,35.0
5007,Ecoles - Carmes,Paris,48.848904447989405,2.3473486304283147,2025-08-20 15:00:00+00:00,12.0,12.0,23.0
5012,Estrapade - Ulm,Paris,48.84512772828,2.3454568170362,2025-08-20 15:00:00+00:00,5.0,5.0,11.0
5014,Jean Calvin - Tournefort,Paris,48.84158856925782,2.348489575088024,2025-08-20 15:00:00+00:00,6.0,6.0,22.0
5015,Epée de Bois - Mouffetard,Paris,48.84150869038884,2.350066713988781,2025-08-20 15:00:00+00:00,4.0,4.0,58.0
5016,Thouin - Cardinal Lemoine,Paris,48.84504716661511,2.3494647851273465,2025-08-20 15:00:00+00:00,1.0,1.0,16.0
5018,Mutualité,Paris,48.848225572724,2.3502873256803,2025-08-20 15:00:00+00:00,30.0,30.0,5.0
5019,Poissy - Saint-Germain,Paris,48.84969649427,2.3529685288668,2025-08-20 15:00:00+00:00,19.0,19.0,6.0
5020,Institut du Monde Arabe - Saint-Germain,Paris,48.849063299501,2.3558086529374,2025-08-20 15:00:00+00:00,21.0,21.0,17.0
5021,Jussieu - Fossés Saint-Bernard,Paris,48.847185510023,2.3534858599305,2025-08-20 15:00:00+00:00,37.0,37.0,0.0
5022,Boulangers - Cardinal Lemoine,Paris,48.8462904,2.3521495,2025-08-20 15:00:00+00:00,6.0,6.0,14.0
5024,Place Monge,Paris,48.842761803051,2.3524079471827,2025-08-20 15:00:00+00:00,7.0,7.0,13.0
5026,Pascal - Claude Bernard,Paris,48.83906195215975,2.349978201091289,2025-08-20 15:00:00+00:00,39.0,39.0,6.0
5027,Gobelins - Port-Royal,Paris,48.837135900263,2.3515201359987,2025-08-20 15:00:00+00:00,28.0,28.0,11.0
5028,Censier - Jardin des Plantes,Paris,48.84107178161383,2.355475388467312,2025-08-20 15:00:00+00:00,17.0,17.0,9.0
5030,Sorbonne - Ecoles,Paris,48.849686566191,2.3434996604919,2025-08-20 15:00:00+00:00,20.0,20.0,29.0
5031,Lacépède - Linné,Paris,48.8437035476636,2.354651279747486,2025-08-20 15:00:00+00:00,12.0,12.0,42.0
5032,Panthéon - Valette,Paris,48.847020571652,2.3464982619671,2025-08-20 15:00:00+00:00,7.0,7.0,32.0
5033,Saint-Séverin - Saint-Michel,Paris,48.852731305488,2.3440927639604,2025-08-20 15:00:00+00:00,21.0,21.0,8.0
5034,Censier - Santeuil,Paris,48.840658921385234,2.3537524044513702,2025-08-20 15:00:00+00:00,45.0,45.0,23.0
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,Paris,48.83907826424974,2.356877340669728,2025-08-20 15:00:00+00:00,6.0,6.0,10.0
5106,Cujas - Saint-Michel,Paris,48.848191348584,2.341831654854,2025-08-20 15:00:00+00:00,0.0,0.0,19.0
5107,Pontoise - La Tournelle,Paris,48.850458009188,2.3524542754922,2025-08-20 15:00:00+00:00,20.0,20.0,1.0
5110,Lacépède - Monge,Paris,48.84389286531899,2.351966388523578,2025-08-20 15:00:00+00:00,7.0,7.0,16.0
5115,Buffon - Jardin des Plantes,Paris,48.84266846610488,2.3618587106466293,2025-08-20 15:00:00+00:00,27.0,27.0,3.0
5116,Place Valhubert,Paris,48.844182577315,2.3640366643667,2025-08-20 15:00:00+00:00,38.0,38.0,12.0
5119,Jussieu - Guy de la Brosse,Paris,48.845665,2.355653,2025-08-20 15:00:00+00:00,30.0,30.0,10.0
5121,Square René Viviani - Montebello,Paris,48.851904891406,2.3478421568871,2025-08-20 15:00:00+00:00,5.0,5.0,27.0
5122,Saint-Michel - Luxembourg,Paris,48.84501507626,2.3394941166043,2025-08-20 15:00:00+00:00,11.0,11.0,17.0
5123,Saint-Germain - Thenard,Paris,48.850571,2.3471015,2025-08-20 15:00:00+00:00,23.0,23.0,7.0
5124,Erasme - Ulm,Paris,48.84264375274712,2.3445946723222733,2025-08-20 15:00:00+00:00,5.0,5.0,19.0
5201,Saint-Jacques - Soufflot,Paris,48.846280383395,2.3430785379567,2025-08-20 15:00:00+00:00,5.0,5.0,11.0
5202,Arbalète - Claude Bernard,Paris,48.840008992,2.347522975107,2025-08-20 15:00:00+00:00,15.0,15.0,19.0
6001,Institut de France,Paris,48.857615678565,2.3358313530377,2025-08-20 15:00:00+00:00,12.0,12.0,4.0
6002,Saint-Benoît - Jacob,Paris,48.85545136013941,2.3334722220897675,2025-08-20 15:00:00+00:00,9.0,9.0,12.0
6003,Saint-Sulpice,Paris,48.85165383178419,2.3308077827095985,2025-08-20 15:00:00+00:00,7.0,7.0,12.0
6004,Regard - Rennes,Paris,48.847385404956,2.3268555477262,2025-08-20 15:00:00+00:00,15.0,15.0,31.0
6005,Montparnasse -  Square Ozanam,Paris,48.843310567822,2.3265242949128,2025-08-20 15:00:00+00:00,16.0,16.0,33.0
6006,Notre-Dame-des-Champs - Stanislas,Paris,48.84479928858768,2.329337755887181,2025-08-20 15:00:00+00:00,9.0,9.0,10.0
6007,Bréa - Raspail,Paris,48.842738478258,2.3297942217634,2025-08-20 15:00:00+00:00,3.0,3.0,21.0
6008,Assas - Luxembourg,Paris,48.843734468779,2.3334283818759,2025-08-20 15:00:00+00:00,3.0,3.0,29.0
6009,Guynemer - Jardin du Luxembourg,Paris,48.8466127,2.3325478,2025-08-20 15:00:00+00:00,1.0,1.0,35.0
6010,Chevreuse - Montparnasse,Paris,48.841739161231,2.3315522167367,2025-08-20 15:00:00+00:00,8.0,8.0,7.0
6012,Saint-Germain - Ciseaux,Paris,48.853305277595,2.3344654618827,2025-08-20 15:00:00+00:00,13.0,13.0,3.0
6013,Jacques Callot - Mazarine,Paris,48.855280175332,2.3375743255019,2025-08-20 15:00:00+00:00,9.0,9.0,19.0
6014,Pont de Lodi - Dauphine,Paris,48.855296898603285,2.339947307565249,2025-08-20 15:00:00+00:00,21.0,21.0,1.0
6015,André Mazet - Saint-André des Arts,Paris,48.85375581057431,2.3390958085656166,2025-08-20 15:00:00+00:00,40.0,40.0,15.0
6016,Danton - Serpente,Paris,48.852297362582,2.3414132371545,2025-08-20 15:00:00+00:00,18.0,18.0,4.0
6017,Sénat - Condé,Paris,48.84954227788459,2.337939441204071,2025-08-20 15:00:00+00:00,6.0,6.0,27.0
6018,Michelet - Assas,Paris,48.842741502832,2.3350211977959,2025-08-20 15:00:00+00:00,1.0,1.0,17.0
6020,Place Saint-André des Arts,Paris,48.852886173881,2.3426544293761,2025-08-20 15:00:00+00:00,23.0,23.0,12.0
6021,Beaux-Arts - Bonaparte,Paris,48.856451985396,2.3348518833518,2025-08-20 15:00:00+00:00,7.0,7.0,11.0
6022,Marché Saint-Germain,Paris,48.85165625855281,2.335500307381153,2025-08-20 15:00:00+00:00,14.0,14.0,7.0
6025,Assas - Rennes,Paris,48.8492084999386,2.32851454623001,2025-08-20 15:00:00+00:00,3.0,3.0,29.0
6026,Saint-Placide - Cherche Midi,Paris,48.8490535919234,2.325317971408367,2025-08-20 15:00:00+00:00,10.0,10.0,56.0
6027,Blaise-Desgoffe - Vaugirard,Paris,48.846128877747,2.3242672160268,2025-08-20 15:00:00+00:00,15.0,15.0,17.0
6028,Quatre Vents - Carrefour de l'Odéon,Paris,48.851751374458864,2.338161695134053,2025-08-20 15:00:00+00:00,16.0,16.0,19.0
6029,Vaugirard - Monsieur le Prince,Paris,48.848951441614,2.3411329463124,2025-08-20 15:00:00+00:00,9.0,9.0,17.0
6030,Assas - Vaugirard,Paris,48.848274111398,2.3292413726449,2025-08-20 15:00:00+00:00,3.0,3.0,32.0
6031,Pierre Sarrazin - Saint-Michel,Paris,48.850908146398,2.342130728066,2025-08-20 15:00:00+00:00,31.0,31.0,2.0
6032,Sabot - Rennes,Paris,48.852575112948415,2.331552766263485,2025-08-20 15:00:00+00:00,16.0,16.0,9.0
6103,Mézières - Rennes,Paris,48.85023459321703,2.3303819820284843,2025-08-20 15:00:00+00:00,3.0,3.0,52.0
6104,Herschel - Observatoire,Paris,48.84342376221923,2.337664514780045,2025-08-20 15:00:00+00:00,4.0,4.0,50.0
6107,Place Alphonse Deville,Paris,48.850188262662,2.3275961726904,2025-08-20 15:00:00+00:00,16.0,16.0,7.0
6108,Saint-Romain - Cherche-Midi,Paris,48.84708159081946,2.321374788880348,2025-08-20 15:00:00+00:00,4.0,4.0,13.0
6201,Saint Pères - Saint Germain,Paris,48.853729675265,2.3300181032703,2025-08-20 15:00:00+00:00,6.0,6.0,15.0
7002,Vaneau - Sèvres,Paris,48.848563233059,2.3204218259346,2025-08-20 15:00:00+00:00,13.0,13.0,22.0
7003,Square Boucicaut,Paris,48.85129643366528,2.325061820447445,2025-08-20 15:00:00+00:00,23.0,23.0,37.0
7004,Raspail - Varenne,Paris,48.853147816545,2.3263905197382,2025-08-20 15:00:00+00:00,12.0,12.0,6.0
7005,Raspail - Bac,Paris,48.855628721101,2.3256602883339,2025-08-20 15:00:00+00:00,20.0,20.0,32.0
7006,Quai Voltaire,Paris,48.858942986179,2.3314182047146,2025-08-20 15:00:00+00:00,14.0,14.0,17.0
7007,Musée d'Orsay,Paris,48.859726157909,2.3258604481816,2025-08-20 15:00:00+00:00,32.0,32.0,33.0
7008,Villersexel - Saint-Germain,Paris,48.858297001218,2.3237934708595,2025-08-20 15:00:00+00:00,6.0,6.0,10.0
7009,Assemblée Nationale,Paris,48.861411014652,2.3201214185208,2025-08-20 15:00:00+00:00,18.0,18.0,58.0
7010,Constantine - Université,Paris,48.860680473738,2.3148481955842,2025-08-20 15:00:00+00:00,14.0,14.0,51.0
7012,Cité Vaneau,Paris,48.8542210666207,2.319614924490452,2025-08-20 15:00:00+00:00,17.0,17.0,9.0
7013,Duroc - Place de Breteuil,Paris,48.847460641142,2.3126140236855,2025-08-20 15:00:00+00:00,12.0,12.0,30.0
7014,Saint-François-Xavier,Paris,48.85154484769,2.3146149516106,2025-08-20 15:00:00+00:00,16.0,16.0,25.0
7015,Varenne,Paris,48.857202661803,2.3152771219611,2025-08-20 15:00:00+00:00,11.0,11.0,36.0
7016,Surcouf - Université,Paris,48.861273016278,2.3094535509142,2025-08-20 15:00:00+00:00,27.0,27.0,27.0
7017,La Motte-Picquet - La Tour Maubourg,Paris,48.856926701847,2.3096215831203,2025-08-20 15:00:00+00:00,18.0,18.0,22.0
7018,Ségur - d'Estrées,Paris,48.851419978983,2.3097044974566,2025-08-20 15:00:00+00:00,10.0,10.0,9.0
7020,Champ de Mars - Cler,Paris,48.85669155011532,2.306646779179573,2025-08-20 15:00:00+00:00,30.0,30.0,8.0
7021,Bosquet - Saint-Dominique,Paris,48.858651709526,2.3037165802346,2025-08-20 15:00:00+00:00,27.0,27.0,1.0
7023,Bourdonnais - Tour Eiffel,Paris,48.860897797941,2.295599598447,2025-08-20 15:00:00+00:00,57.0,57.0,2.0
7024,Rapp - Place du Général Gouraud,Paris,48.858102885107,2.3004072904587,2025-08-20 15:00:00+00:00,29.0,29.0,2.0
7025,Octave Gréard - Tour Eiffel,Paris,48.856502977696,2.2931787543289,2025-08-20 15:00:00+00:00,30.0,30.0,2.0
7026,Place de Finlande,Paris,48.862408335967,2.3113624379039,2025-08-20 15:00:00+00:00,11.0,11.0,14.0
7101,Raspail - Chomel,Paris,48.852233164303,2.3266580700874,2025-08-20 15:00:00+00:00,15.0,15.0,33.0
7102,Mairie du 7ème,Paris,48.8577967,2.3192664,2025-08-20 15:00:00+00:00,26.0,26.0,22.0
7109,Place Joffre - Frédéric le Play,Paris,48.853754486938,2.3044242337346,2025-08-20 15:00:00+00:00,0.0,0.0,38.0
7111,Ecole Militaire - Place Joffre,Paris,48.852060203583,2.3017993569374,2025-08-20 15:00:00+00:00,0.0,0.0,26.0
7201,Place De Fontenoy - Saxe,Paris,48.850270554523,2.3069813815839,2025-08-20 15:00:00+00:00,9.0,9.0,9.0
8001,Petit Palais,Paris,48.8667692,2.3157655,2025-08-20 15:00:00+00:00,25.0,25.0,20.0
8002,Gare Saint-Lazare - Cour du Havre,Paris,48.875674400851,2.3265598341823,2025-08-20 15:00:00+00:00,27.0,27.0,18.0
8003,Galilée - Vernet,Paris,48.871715878697,2.2985444962978,2025-08-20 15:00:00+00:00,7.0,7.0,39.0
8004,Malesherbes - Place de la Madeleine,Paris,48.870406028483,2.323243509808,2025-08-20 15:00:00+00:00,68.0,68.0,0.0
8007,Rome - Provence,Paris,48.87423005558031,2.325570111724113,2025-08-20 15:00:00+00:00,8.0,8.0,21.0
8008,Joseph Sansboeuf - Saint Lazare,Paris,48.875315630653,2.3229019716382,2025-08-20 15:00:00+00:00,14.0,14.0,18.0
8009,Gare Saint-Lazare - Isly,Paris,48.874777677621296,2.326515804784655,2025-08-20 15:00:00+00:00,12.0,12.0,15.0
8010,Liège - Moscou,Paris,48.8795431,2.3264628,2025-08-20 15:00:00+00:00,9.0,9.0,8.0
8011,Clapeyron - Moscou,Paris,48.88078819514121,2.324815057218075,2025-08-20 15:00:00+00:00,4.0,4.0,10.0
8012,Batignolles - Place de Clichy,Paris,48.883474535757,2.326493114233,2025-08-20 15:00:00+00:00,4.0,4.0,43.0
8015,Roquépine - Malesherbes,Paris,48.873450733908,2.3204044997692,2025-08-20 15:00:00+00:00,45.0,45.0,7.0
8016,Square Louis XVI,Paris,48.87320440102894,2.323658830743138,2025-08-20 15:00:00+00:00,24.0,24.0,5.0
8017,Rocher - Laborde,Paris,48.87590240712654,2.322616316378116,2025-08-20 15:00:00+00:00,3.0,3.0,61.0
8018,Saint-Augustin,Paris,48.8762009747008,2.319786250591278,2025-08-20 15:00:00+00:00,23.0,23.0,22.0
8019,Naples - Rome,Paris,48.87996070084623,2.321358695626259,2025-08-20 15:00:00+00:00,0.0,0.0,26.0
8020,Batignolles - Beudant,Paris,48.882164014664,2.3198529705405,2025-08-20 15:00:00+00:00,4.0,4.0,40.0
8025,Miromesnil - La Boétie,Paris,48.873722412917,2.3158480972052,2025-08-20 15:00:00+00:00,10.0,10.0,25.0
8026,Messine - Place Du Pérou,Paris,48.87544803396074,2.315508019010038,2025-08-20 15:00:00+00:00,6.0,6.0,6.0
8027,Mairie du 8ème,Paris,48.877932,2.318264,2025-08-20 15:00:00+00:00,5.0,5.0,9.0
8028,Arsène Houssaye - Champs-Elysées,Paris,48.873409276267,2.2977904602885,2025-08-20 15:00:00+00:00,11.0,11.0,40.0
8029,Place du Canada,Paris,48.865346269363,2.3101937879648,2025-08-20 15:00:00+00:00,24.0,24.0,33.0
8031,Jean Mermoz - Champs-Elysées,Paris,48.869689856852,2.3107324540615,2025-08-20 15:00:00+00:00,16.0,16.0,33.0
8033,Commandant Rivière,Paris,48.872933,2.309796,2025-08-20 15:00:00+00:00,32.0,32.0,8.0
8034,Berri - Haussmann,Paris,48.874746047357135,2.3082953318953514,2025-08-20 15:00:00+00:00,15.0,15.0,20.0
8035,Bienfaisance - Place de Narvik,Paris,48.87660163459077,2.3129771277308464,2025-08-20 15:00:00+00:00,16.0,16.0,19.0
8036,Lisbonne - Monceau,Paris,48.877455676814,2.3096942214195,2025-08-20 15:00:00+00:00,21.0,21.0,25.0
8037,Monceau - Malesherbes,Paris,48.8795079,2.3145456,2025-08-20 15:00:00+00:00,2.0,2.0,36.0
8038,François 1er - Montaigne,Paris,48.866887649978,2.3066755757207,2025-08-20 15:00:00+00:00,28.0,28.0,25.0
8039,Colisée - Champs-Elysées,Paris,48.870475399387,2.3076190799475,2025-08-20 15:00:00+00:00,8.0,8.0,8.0
