stationcode,name,arrdt,lat,lon,ts_hour,bikes_mean,bikes_median,docks_mean
16124,Route de Sèvres - Porte de Bagatelle,Paris,48.87525984132485,2.249415814876557,2025-08-20 15:00:00+00:00,18.0,18.0,47.0
16129,Ceinture du Lac Inferieure - Saint-Cloud,Paris,48.86218070933143,2.2617871686816216,2025-08-20 15:00:00+00:00,2.0,2.0,38.0
16136,Théophile Gautier - François Millet,Paris,48.85034821320644,2.273029983043671,2025-08-20 15:00:00+00:00,18.0,18.0,12.0
16138,Saint-Cloud - Hippodrome,Paris,48.85772148887421,2.2549109905958176,2025-08-20 15:00:00+00:00,3.0,3.0,27.0
16139,Suresnes - Muette à Neuilly,Paris,48.868570404348,2.266000919044,2025-08-20 15:00:00+00:00,1.0,1.0,28.0
16140,Hippodrome de Longchamp,Paris,48.86413226532,2.239905372262,2025-08-20 15:00:00+00:00,14.0,14.0,16.0
16201,Porte Dauphine,Paris,48.871139344351,2.2749781616017,2025-08-20 15:00:00+00:00,23.0,23.0,42.0
16202,Commandant Schloesing - Pétrarque,Paris,48.861773096259,2.2838841134601,2025-08-20 15:00:00+00:00,0.0,0.0,30.0
17001,Guy Môquet - Saint-Ouen,Paris,48.892777719023975,2.3270335793495183,2025-08-20 15:00:00+00:00,5.0,5.0,48.0
17003,Jacques Kellner - Saint-Ouen,Paris,48.895809485802886,2.327897409164145,2025-08-20 15:00:00+00:00,6.0,6.0,39.0
17004,Legendre - Clichy,Paris,48.88896161855884,2.322528975094376,2025-08-20 15:00:00+00:00,2.0,2.0,38.0
17005,Brochant - Clichy,Paris,48.89032998912038,2.319730559929781,2025-08-20 15:00:00+00:00,9.0,9.0,43.0
17006,Guy Môquet - Compoint,Paris,48.89213559044868,2.32321947813034,2025-08-20 15:00:00+00:00,6.0,6.0,30.0
17007,Navier - Epinettes,Paris,48.89587780769155,2.3226776719093327,2025-08-20 15:00:00+00:00,3.0,3.0,51.0
17008,Porte Pouchet-Bessières,Paris,48.8978765,2.3230632,2025-08-20 15:00:00+00:00,6.0,6.0,16.0
17010,Jonquière - Docteur Paul Brousse,Paris,48.89479981668399,2.318705212173216,2025-08-20 15:00:00+00:00,13.0,13.0,40.0
17011,Fragonard - Porte de Clichy,Paris,48.894155633419,2.3143893107772,2025-08-20 15:00:00+00:00,40.0,40.0,15.0
17013,Legendre - Dulong,Paris,48.8853251694029,2.316423766314984,2025-08-20 15:00:00+00:00,2.0,2.0,21.0
17015,Place de Lévis,Paris,48.88354685153325,2.313193380832673,2025-08-20 15:00:00+00:00,2.0,2.0,46.0
17016,Brochant - Square des Batignolles,Paris,48.88818698581028,2.316861143151153,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
17017,Gare de Pont-Cardinet,Paris,48.88713901475306,2.314494143994255,2025-08-20 15:00:00+00:00,1.0,1.0,33.0
17018,Parc Monceau,Paris,48.881077914129,2.3095492646098,2025-08-20 15:00:00+00:00,3.0,3.0,14.0
17019,Phalsbourg - Villiers,Paris,48.88242307900951,2.3090453445911407,2025-08-20 15:00:00+00:00,2.0,2.0,17.0
17020,Jouffroy d'Abbans - Malesherbes,Paris,48.8850134,2.3070717,2025-08-20 15:00:00+00:00,4.0,4.0,22.0
17021,Jouffroy d'Abbans - Villiers,Paris,48.884215547037,2.3056533560157,2025-08-20 15:00:00+00:00,3.0,3.0,30.0
17022,Pereire - Place de Wagram,Paris,48.887070607581215,2.304111124531457,2025-08-20 15:00:00+00:00,3.0,3.0,43.0
17023,Porte d'Asnières,Paris,48.89035817610495,2.3036286234855656,2025-08-20 15:00:00+00:00,8.0,8.0,28.0
17024,Villiers - Batignolles,Paris,48.881252538461,2.3165384307504,2025-08-20 15:00:00+00:00,9.0,9.0,14.0
17025,Chazelles - Courcelles,Paris,48.879406604954,2.3034455627202988,2025-08-20 15:00:00+00:00,1.0,1.0,34.0
17026,Jouffroy d'Abbans - Wagram,Paris,48.881973298352,2.301132157445,2025-08-20 15:00:00+00:00,4.0,4.0,35.0
17027,Place du Maréchal Juin - Péreire,Paris,48.885263,2.298286,2025-08-20 15:00:00+00:00,5.0,5.0,37.0
17028,Reims - Raymond Pitet,Paris,48.8888,2.296319,2025-08-20 15:00:00+00:00,28.0,28.0,8.0
17029,Pierre Demours - Laugier,Paris,48.8813072,2.294846,2025-08-20 15:00:00+00:00,4.0,4.0,33.0
17030,Pereire - Rennequin,Paris,48.88364782887555,2.2952447086572647,2025-08-20 15:00:00+00:00,1.0,1.0,21.0
17032,Jean Oestreicher - Porte de Champerret,Paris,48.88655580065981,2.288640439510346,2025-08-20 15:00:00+00:00,5.0,5.0,16.0
17033,Carnot - Général Lanrezac,Paris,48.875443870736,2.2938242935036,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
17036,Place Tristan Bernard,Paris,48.8794936,2.2915423,2025-08-20 15:00:00+00:00,7.0,7.0,21.0
17037,Bayen - Pereire,Paris,48.881804409079656,2.2921088710427284,2025-08-20 15:00:00+00:00,6.0,6.0,15.0
17038,Grande Armée - Brunel,Paris,48.876116,2.288124,2025-08-20 15:00:00+00:00,11.0,11.0,49.0
17039,Place Saint-Ferdinand,Paris,48.87815529789739,2.288518047864942,2025-08-20 15:00:00+00:00,8.0,8.0,30.0
17040,Pereire - Ternes,Paris,48.87973954830735,2.288012132048607,2025-08-20 15:00:00+00:00,2.0,2.0,46.0
17041,Guersant - Gouvion-Saint-Cyr,Paris,48.88287775178599,2.287667370814871,2025-08-20 15:00:00+00:00,1.0,1.0,35.0
17043,Belidor - Gouvion-Saint-Cyr,Paris,48.88022154052015,2.2854680567979813,2025-08-20 15:00:00+00:00,12.0,12.0,26.0
17044,Porte de Saint-Ouen - Bessières,Paris,48.89792240854517,2.32851451022192,2025-08-20 15:00:00+00:00,10.0,10.0,31.0
17045,Place des Ternes.,Paris,48.87843863122652,2.297727763652802,2025-08-20 15:00:00+00:00,5.0,5.0,40.0
17046,Mac-Mahon - Brey,Paris,48.877532084130166,2.294512536052928,2025-08-20 15:00:00+00:00,7.0,7.0,18.0
17047,Courcelles - Pierre Demours,Paris,48.883769733273496,2.29858466343129,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
17048,De Toqueville - Terrasse,Paris,48.882428,2.314002,2025-08-20 15:00:00+00:00,1.0,1.0,27.0
17050,Batignolles - Abel Truchet,Paris,48.883103904582,2.3238347490884,2025-08-20 15:00:00+00:00,6.0,6.0,22.0
17102,Alfred Roll - Berthier,Paris,48.887808570529,2.3000952981763,2025-08-20 15:00:00+00:00,4.0,4.0,23.0
17104,Jardin Marguerite Long,Paris,48.8816985773914,2.2836575657129288,2025-08-20 15:00:00+00:00,4.0,4.0,17.0
17105,Place Madeleine Daniélou,Paris,48.883498,2.282015,2025-08-20 15:00:00+00:00,7.0,7.0,35.0
17106,Berthier - Porte de Clichy,Paris,48.894222687781,2.3125872006816,2025-08-20 15:00:00+00:00,20.0,20.0,4.0
17107,Berthier - Place Stuart Merril,Paris,48.88592792235504,2.2933450341224675,2025-08-20 15:00:00+00:00,6.0,6.0,31.0
17108,Bessières - Porte de Clichy,Paris,48.89611762451474,2.31790903955698,2025-08-20 15:00:00+00:00,24.0,24.0,9.0
17110,Legendre - Nollet,Paris,48.887742186754224,2.320293079881375,2025-08-20 15:00:00+00:00,7.0,7.0,23.0
17111,Lemercier - Cardinet,Paris,48.89009716885175,2.317377626895905,2025-08-20 15:00:00+00:00,5.0,5.0,19.0
17116,Reims - Porte d'Asnières,Paris,48.891834448210986,2.300144659954865,2025-08-20 15:00:00+00:00,20.0,20.0,6.0
17117,Pereire - Saussure,Paris,48.888229075478,2.3101296275854,2025-08-20 15:00:00+00:00,3.0,3.0,29.0
17119,Toqueville - Cardinet,Paris,48.88490187110713,2.3109393194317818,2025-08-20 15:00:00+00:00,6.0,6.0,27.0
17121,Square des Epinettes,Paris,48.89383909781389,2.325953990221024,2025-08-20 15:00:00+00:00,9.0,9.0,11.0
17122,Bridaine - Lamandé,Paris,48.8862074,2.3206239,2025-08-20 15:00:00+00:00,1.0,1.0,28.0
17123,Mstislav Rostropovitch - Berthier,Paris,48.892120821173975,2.309234105050564,2025-08-20 15:00:00+00:00,9.0,9.0,9.0
17124,Porte de Saint-Ouen - Henri Huchard,Paris,48.89870836636506,2.3295360803604126,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
17125,Marie-Georges Picquart - Pereire,Paris,48.88863669349711,2.3111706599593163,2025-08-20 15:00:00+00:00,7.0,7.0,25.0
17126,Hélène et François Missoffe - Emile Borel,Paris,48.89990653843488,2.321543991674844,2025-08-20 15:00:00+00:00,13.0,13.0,19.0
17127,Porte de Clichy - Place des Nations Unies,Paris,48.896737263309504,2.310542999196392,2025-08-20 15:00:00+00:00,29.0,29.0,10.0
17201,Porte Maillot - Perreire,Paris,48.878021154637,2.2842371277102,2025-08-20 15:00:00+00:00,20.0,20.0,29.0
17202,Mariotte - Batignolles,Paris,48.884571659595,2.321469503475,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
17203,Place de la Porte de Champeret,Paris,48.886062068226,2.2917001576821,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
17204,Paul Bodin - Clichy,Paris,48.892594758409,2.3171403311203,2025-08-20 15:00:00+00:00,7.0,7.0,21.0
18003,Cimetière de Montmartre,Paris,48.886472466142,2.3328901827335,2025-08-20 15:00:00+00:00,8.0,8.0,35.0
18004,Place des Abbesses,Paris,48.884542726149725,2.338686771690845,2025-08-20 15:00:00+00:00,1.0,1.0,7.0
18005,Tardieu - Chappe,Paris,48.884146759782,2.341845408082,2025-08-20 15:00:00+00:00,3.0,3.0,15.0
18006,Square Louise Michel,Paris,48.884687354509,2.3441386967897,2025-08-20 15:00:00+00:00,4.0,4.0,31.0
18007,Goutte d'or - Barbès,Paris,48.885124323627,2.3496962338686,2025-08-20 15:00:00+00:00,1.0,1.0,18.0
18008,Square Léon,Paris,48.88667396788626,2.353205569088459,2025-08-20 15:00:00+00:00,1.0,1.0,32.0
18009,Jean-François Lépine - Stephenson,Paris,48.88611466796807,2.356855627529275,2025-08-20 15:00:00+00:00,2.0,2.0,20.0
18010,Riquet - Marx Dormoy,Paris,48.89021003702,2.3601756244898,2025-08-20 15:00:00+00:00,9.0,9.0,26.0
18011,Pajol - Place Herbert,Paris,48.8927825,2.3635598,2025-08-20 15:00:00+00:00,1.0,1.0,36.0
18012,Stephenson - Doudeauville,Paris,48.888537048944826,2.356161028146744,2025-08-20 15:00:00+00:00,1.0,1.0,35.0
18014,Léon - Doudeauville,Paris,48.888324218452,2.3535733726386,2025-08-20 15:00:00+00:00,6.0,6.0,6.0
18015,Custine - Ramey,Paris,48.888735896947,2.3469526693225,2025-08-20 15:00:00+00:00,11.0,11.0,30.0
18016,Francoeur - Caulaincourt,Paris,48.8899944409612,2.342529706656933,2025-08-20 15:00:00+00:00,10.0,10.0,24.0
18017,Caulaincourt - Place Constantin Pecqueur,Paris,48.889677905028,2.3381787144261,2025-08-20 15:00:00+00:00,13.0,13.0,29.0
18018,Carpeaux - Place Jacques Froment,Paris,48.8906542,2.3309428,2025-08-20 15:00:00+00:00,4.0,4.0,15.0
18019,Square Raymond Souplex,Paris,48.89183721478911,2.335426103165901,2025-08-20 15:00:00+00:00,5.0,5.0,45.0
18020,Francoeur - Marcadet,Paris,48.89104123261663,2.340014585442034,2025-08-20 15:00:00+00:00,1.0,1.0,19.0
18021,Marcadet - Ramey,Paris,48.890875,2.3449019,2025-08-20 15:00:00+00:00,3.0,3.0,36.0
18022,Marcadet - Barbès,Paris,48.890451120965,2.3490573929687,2025-08-20 15:00:00+00:00,4.0,4.0,32.0
18023,Ordener - Poissonniers,Paris,48.891213890844654,2.351288666219873,2025-08-20 15:00:00+00:00,3.0,3.0,32.0
18024,Clignancourt - Ordener,Paris,48.891457726153774,2.348636478060487,2025-08-20 15:00:00+00:00,9.0,9.0,25.0
18025,Mairie du 18ème,Paris,48.892939296937605,2.344551086425781,2025-08-20 15:00:00+00:00,9.0,9.0,29.0
18026,Ruisseau - Ordener,Paris,48.89299462568024,2.340144887566567,2025-08-20 15:00:00+00:00,7.0,7.0,26.0
18028,Championnet - Vauvenargues,Paris,48.89401874744574,2.3319872841238976,2025-08-20 15:00:00+00:00,9.0,9.0,24.0
18029,Emile Blemont - Poteau,Paris,48.8943782,2.3415122,2025-08-20 15:00:00+00:00,4.0,4.0,34.0
18030,Joseph Dijon - Ornano,Paris,48.89374453351521,2.3476678133010864,2025-08-20 15:00:00+00:00,3.0,3.0,32.0
18032,Porte de Clignancourt.,Paris,48.897488,2.343996,2025-08-20 15:00:00+00:00,9.0,9.0,47.0
18033,Belliard - Damrémont,Paris,48.89669238777841,2.338023450388167,2025-08-20 15:00:00+00:00,6.0,6.0,28.0
18034,Leibniz - Jean Dollfus,Paris,48.89632834851599,2.333390423834684,2025-08-20 15:00:00+00:00,4.0,4.0,28.0
18035,René Binet - Porte de Montmartre,Paris,48.89905109950848,2.3365534096956253,2025-08-20 15:00:00+00:00,11.0,11.0,25.0
18039,Jardins d'Eole,Paris,48.8869703,2.3668488,2025-08-20 15:00:00+00:00,4.0,4.0,16.0
18041,Rochechouart - Martyrs,Paris,48.882193779572,2.3405495658517,2025-08-20 15:00:00+00:00,6.0,6.0,13.0
18042,Place Pigalle,Paris,48.8827555,2.3361566,2025-08-20 15:00:00+00:00,7.0,7.0,11.0
18043,Clichy - Place Blanche,Paris,48.883601088297,2.3332237824798,2025-08-20 15:00:00+00:00,8.0,8.0,12.0
18044,Clichy - Douai,Paris,48.883687771522,2.328063700029,2025-08-20 15:00:00+00:00,4.0,4.0,28.0
18045,Pierre Ginier - Clichy,Paris,48.8867667,2.326228,2025-08-20 15:00:00+00:00,5.0,5.0,10.0
18046,Etienne Jodelle - Saint Ouen,Paris,48.88794016394694,2.326124420314341,2025-08-20 15:00:00+00:00,3.0,3.0,28.0
18049,Porte d'Aubervilliers,Paris,48.89859661942376,2.3689722642302518,2025-08-20 15:00:00+00:00,16.0,16.0,38.0
18101,Championnet.,Paris,48.8953643,2.3498166,2025-08-20 15:00:00+00:00,2.0,2.0,20.0
18107,Chartres - La Charbonnière,Paris,48.8847601,2.3534657,2025-08-20 15:00:00+00:00,4.0,4.0,30.0
18109,Pajol - Riquet,Paris,48.88960028134536,2.362853474915028,2025-08-20 15:00:00+00:00,6.0,6.0,41.0
18110,Departement - Pajol,Paris,48.88667484973018,2.3613611608743668,2025-08-20 15:00:00+00:00,3.0,3.0,16.0
18111,Félix Ziem - Armand Gauthier,Paris,48.88949630486821,2.333393658804396,2025-08-20 15:00:00+00:00,5.0,5.0,20.0
18112,Arthur Ranc - Hôpital Bichat,Paris,48.8978712500682,2.333521842956543,2025-08-20 15:00:00+00:00,1.0,1.0,25.0
18113,Lepic - Armée d'Orient,Paris,48.887536403814,2.3343077301979,2025-08-20 15:00:00+00:00,5.0,5.0,19.0
18114,Véron - Lepic,Paris,48.885261233953,2.3345598578453,2025-08-20 15:00:00+00:00,7.0,7.0,15.0
18134,Ney - Porte de Clignancourt,Paris,48.8978867,2.3458001,2025-08-20 15:00:00+00:00,5.0,5.0,20.0
18135,Ney - Porte de Montmartre,Paris,48.897918,2.3364872,2025-08-20 15:00:00+00:00,6.0,6.0,18.0
18137,Poissonniers - Nord,Paris,48.892511213520656,2.352222874760628,2025-08-20 15:00:00+00:00,3.0,3.0,25.0
18138,Station Paris Basketball - Ney - Charles Hermite,Paris,48.898748039775,2.3645754531026,2025-08-20 15:00:00+00:00,9.0,9.0,10.0
18139,Poissonniers - Championnet,Paris,48.89543299733937,2.3530178144574165,2025-08-20 15:00:00+00:00,4.0,4.0,23.0
18140,Porte de Clignancourt - Ney,Paris,48.899641123987095,2.344321422278881,2025-08-20 15:00:00+00:00,8.0,8.0,32.0
18141,Clignancourt - Sofia,Paris,48.88511992309783,2.34719488842051,2025-08-20 15:00:00+00:00,5.0,5.0,13.0
18142,Jessaint - Marx Dormoy,Paris,48.88484543106364,2.358930408954621,2025-08-20 15:00:00+00:00,1.0,1.0,28.0
18201,Tristan Tzara -  Tchaïkovski,Paris,48.89490221746837,2.364849038422108,2025-08-20 15:00:00+00:00,2.0,2.0,30.0
18202,Diane Arbus,Paris,48.898800717199,2.3524022474885,2025-08-20 15:00:00+00:00,9.0,9.0,29.0
18204,Porte de la Chapelle - Boulevard Ney,Paris,48.900097357789,2.3586005020149,2025-08-20 15:00:00+00:00,6.0,6.0,46.0
18205,Mauroy - Cheminots,Paris,48.897715198403,2.357895075822,2025-08-20 15:00:00+00:00,10.0,10.0,22.0
18206,Albert Kahn - Duhesme,Paris,48.895623001056,2.345815078896,2025-08-20 15:00:00+00:00,1.0,1.0,37.0
19001,Crimée - Ourcq,Paris,48.894104140316,2.3729460884673,2025-08-20 15:00:00+00:00,3.0,3.0,53.0
19002,Centquatre,Paris,48.889333538455,2.3707854375243,2025-08-20 15:00:00+00:00,8.0,8.0,33.0
19003,Quai de la Seine,Paris,48.884492238407525,2.370394170284272,2025-08-20 15:00:00+00:00,14.0,14.0,10.0
19005,Flandre - Riquet,Paris,48.888013281448,2.3737595955229,2025-08-20 15:00:00+00:00,6.0,6.0,13.0
19007,Flandre - Ourcq,Paris,48.89260159189023,2.3790915682911877,2025-08-20 15:00:00+00:00,6.0,6.0,22.0
19008,Flandre - Alphonse Karr,Paris,48.89465,2.381868,2025-08-20 15:00:00+00:00,2.0,2.0,24.0
19009,Cité des Sciences et de l'Industrie,Paris,48.89659571178903,2.384599149227142,2025-08-20 15:00:00+00:00,5.0,5.0,20.0
19010,Emile Reynaud - Porte de la Villette,Paris,48.90098953630053,2.3887022584676743,2025-08-20 15:00:00+00:00,1.0,1.0,18.0
19012,Lally-Tollendal - Armand Carrel,Paris,48.88270066221072,2.374717555940151,2025-08-20 15:00:00+00:00,5.0,5.0,21.0
19013,Laumière - Petit,Paris,48.88467368538326,2.380039058625698,2025-08-20 15:00:00+00:00,3.0,3.0,31.0
19014,Lorraine - Jean Jaurès,Paris,48.8863865,2.3825772,2025-08-20 15:00:00+00:00,5.0,5.0,11.0
19015,Thionville - Ourcq,Paris,48.88917613743794,2.383365333080292,2025-08-20 15:00:00+00:00,7.0,7.0,17.0
19016,Hautpoul - Jean Jaurès,Paris,48.886393679436,2.3865414544355,2025-08-20 15:00:00+00:00,5.0,5.0,26.0
19018,Cité de la Musique,Paris,48.888796556487,2.3925811931922,2025-08-20 15:00:00+00:00,7.0,7.0,53.0
19019,Petit - Manin,Paris,48.886506875343,2.3938155401308,2025-08-20 15:00:00+00:00,4.0,4.0,18.0
19021,Mairie du 19ème,Paris,48.88256264247959,2.3812624812126164,2025-08-20 15:00:00+00:00,5.0,5.0,22.0
19022,Marché Secrétan,Paris,48.88125496379482,2.373463287949562,2025-08-20 15:00:00+00:00,8.0,8.0,18.0
19023,Manin - Simon Bolivar,Paris,48.876499654127,2.3794073625991,2025-08-20 15:00:00+00:00,3.0,3.0,20.0
19024,Botzaris - Parc des Buttes Chaumont,Paris,48.877951,2.381464,2025-08-20 15:00:00+00:00,0.0,0.0,20.0
19025,Botzaris - Crimée,Paris,48.87959698690176,2.3887913337477067,2025-08-20 15:00:00+00:00,5.0,5.0,16.0
19026,Place de Rhin et Danube,Paris,48.88192765861766,2.392586767673493,2025-08-20 15:00:00+00:00,3.0,3.0,11.0
19029,Seine - Flandre,Paris,48.88678574147968,2.3746193200349808,2025-08-20 15:00:00+00:00,3.0,3.0,15.0
19030,Melun - Jean Jaurès,Paris,48.8837796723475,2.376477420330048,2025-08-20 15:00:00+00:00,5.0,5.0,23.0
19031,Manin - Crimée,Paris,48.8831217743719,2.3863670602440834,2025-08-20 15:00:00+00:00,3.0,3.0,20.0
19032,Villette - Belleville,Paris,48.8726877314,2.376461327076,2025-08-20 15:00:00+00:00,12.0,12.0,30.0
19033,Cambrai - Benjamin Constant,Paris,48.89594736851349,2.381133802246315,2025-08-20 15:00:00+00:00,5.0,5.0,36.0
19036,Hôpital Robert Debré,Paris,48.88005222200894,2.4008650346327003,2025-08-20 15:00:00+00:00,1.0,1.0,31.0
19037,Belleville - Porte des Lilas,Paris,48.87660391892763,2.404769691129476,2025-08-20 15:00:00+00:00,5.0,5.0,22.0
19038,Lassus - Delouvain,Paris,48.8755044846,2.3890327325519,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
19039,Edouard Pailleron - Simon Bolivar,Paris,48.87979886049996,2.374839261174202,2025-08-20 15:00:00+00:00,4.0,4.0,20.0
19040,Belleville - Télégraphe,Paris,48.8756045,2.3995549,2025-08-20 15:00:00+00:00,5.0,5.0,36.0
19041,Belleville - Pyrénées,Paris,48.8741908,2.3860039,2025-08-20 15:00:00+00:00,0.0,0.0,42.0
19043,Delphine Seyrig - Général Leclerc,Pantin,48.893923963057865,2.39790290594101,2025-08-20 15:00:00+00:00,19.0,19.0,33.0
19044,Grands Moulins de Pantin,Paris,48.89738369720229,2.395998537540436,2025-08-20 15:00:00+00:00,17.0,17.0,32.0
19045,Macdonald - Césaria Evora,Paris,48.89883,2.37933,2025-08-20 15:00:00+00:00,34.0,34.0,29.0
19046,Porte de Pantin.,Paris,48.889199725577,2.3950181901455,2025-08-20 15:00:00+00:00,4.0,4.0,25.0
19101,Square Simon Bolivar,Paris,48.875089888322,2.3826304078102,2025-08-20 15:00:00+00:00,3.0,3.0,21.0
19103,Manin - Carrières d'Amérique,Paris,48.884672142095,2.3919698596001,2025-08-20 15:00:00+00:00,2.0,2.0,17.0
19105,Ambroise Rendu - Porte Brunet,Paris,48.883667,2.395733,2025-08-20 15:00:00+00:00,3.0,3.0,13.0
19108,Gaston Tessier - Rosa Parks RER,Paris,48.8963765,2.3743692,2025-08-20 15:00:00+00:00,5.0,5.0,32.0
19109,Tanger - Place du Maroc,Paris,48.8862524447104,2.3689296841621403,2025-08-20 15:00:00+00:00,4.0,4.0,15.0
19110,Square Claude Bernard,Paris,48.89876016219984,2.375325746834278,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
19111,Cesaria Evora - Rosa Parks,Paris,48.89717672825043,2.3745173960924144,2025-08-20 15:00:00+00:00,8.0,8.0,30.0
19113,Pré Saint-Gervais - Lilas,Paris,48.877870626988,2.3959073424339,2025-08-20 15:00:00+00:00,1.0,1.0,27.0
19114,Manin - Secrétan,Paris,48.8791665,2.3787959,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
19115,Porte de la Villette,Paris,48.89835196548483,2.386150136590004,2025-08-20 15:00:00+00:00,9.0,9.0,18.0
19117,Euryale Dehaynin - Loire,Paris,48.886248917304805,2.3774591088294987,2025-08-20 15:00:00+00:00,6.0,6.0,22.0
19120,Carducci - Place Hannah Arendt,Paris,48.8774366815158,2.3860743641853337,2025-08-20 15:00:00+00:00,1.0,1.0,26.0
19121,Belleville -  Pré Saint-Gervais,Paris,48.875565910073,2.3930460959673,2025-08-20 15:00:00+00:00,5.0,5.0,16.0
19123,Metz - Marne,Paris,48.891163,2.3865705,2025-08-20 15:00:00+00:00,1.0,1.0,30.0
19124,Alexander Fleming - Belvédère,Paris,48.88179064200294,2.4030599377642674,2025-08-20 15:00:00+00:00,1.0,1.0,30.0
19125,Place de l'Édit de Nantes,Paris,48.88879,2.3785,2025-08-20 15:00:00+00:00,8.0,8.0,21.0
19127,Aubervilliers - Curial,Paris,48.89088305227546,2.3688579350709915,2025-08-20 15:00:00+00:00,0.0,0.0,22.0
19128,Quai de l'Oise - Aisne,Paris,48.8906231,2.3833701,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
19130,Place Paul Delouvrier,Paris,48.89197621431365,2.385128885507584,2025-08-20 15:00:00+00:00,6.0,6.0,20.0
19201,Petit - Georges Thill,Paris,48.88603131999171,2.3895753175020222,2025-08-20 15:00:00+00:00,3.0,3.0,19.0
19202,Marseillaise - Grenade,Paris,48.889371092747,2.3979396821544,2025-08-20 15:00:00+00:00,7.0,7.0,37.0
19203,Pailleron - Bouret,Paris,48.880516995482,2.3763902374411,2025-08-20 15:00:00+00:00,3.0,3.0,24.0
19204,Rampal - Belleville,Paris,48.873114661405,2.3798409114805,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
19205,Simon Bolivar - Henri Turot,Paris,48.877475489801,2.3739709492211,2025-08-20 15:00:00+00:00,1.0,1.0,20.0
19210,Place des Fêtes - Solitaires,Paris,48.876644633122,2.3920327806309,2025-08-20 15:00:00+00:00,0.0,0.0,29.0
20001,Place de la Nation - Charonne,Paris,48.848364667777,2.3997623859813,2025-08-20 15:00:00+00:00,6.0,6.0,30.0
20003,Pyrénées - Cours de Vincennes,Paris,48.847796779935,2.4061721563339,2025-08-20 15:00:00+00:00,5.0,5.0,16.0
20004,Commandant l'Herminier - Gallieni,Paris,48.847040552603,2.4160453677177,2025-08-20 15:00:00+00:00,6.0,6.0,11.0
20005,Reynaldo Hahn - Lagny,Paris,48.849266043601794,2.412330328844772,2025-08-20 15:00:00+00:00,16.0,16.0,3.0
20006,Pyrénées - Plaine,Paris,48.85026702458,2.4062821269035,2025-08-20 15:00:00+00:00,5.0,5.0,7.0
20007,Buzenval - Avron,Paris,48.851617204999,2.4015135973077,2025-08-20 15:00:00+00:00,2.0,2.0,48.0
20008,Pyrénées - Avron,Paris,48.85324689821199,2.405871044529538,2025-08-20 15:00:00+00:00,7.0,7.0,25.0
20009,Docteurs Déjérine - Pte de Montreuil,Paris,48.85398448133697,2.41208288897222,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
20010,Sorbier - Gasnier-Guy,Paris,48.865217631011,2.3936596512794,2025-08-20 15:00:00+00:00,1.0,1.0,33.0
20011,Pyrénées - Dagorno,Paris,48.855425770695085,2.405164316296577,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
20012,Buzenval - Vignoles,Paris,48.853858171688,2.4000040814281,2025-08-20 15:00:00+00:00,1.0,1.0,16.0
20013,Alexandre Dumas - Place de la Réunion,Paris,48.85533710742046,2.399770368764629,2025-08-20 15:00:00+00:00,6.0,6.0,39.0
20014,Charonne - Alexandre Dumas,Paris,48.856077415056,2.3948693275452,2025-08-20 15:00:00+00:00,3.0,3.0,32.0
20016,Pyrénées - Maraîchers,Paris,48.85714001395299,2.4043509364128117,2025-08-20 15:00:00+00:00,1.0,1.0,32.0
20017,Saint-Blaise - Mouraud,Paris,48.85696177597818,2.40869477391243,2025-08-20 15:00:00+00:00,0.0,0.0,27.0
20019,Place du Maquis du Vercors,Paris,48.877321579493575,2.4083782732486725,2025-08-20 15:00:00+00:00,0.0,0.0,31.0
20020,Pyrénées - Charles Renouvier,Paris,48.86095933229224,2.400421852042113,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
20021,Indre - Prairies,Paris,48.86254398506782,2.403290458023548,2025-08-20 15:00:00+00:00,0.0,0.0,37.0
20022,Porte de Bagnolet,Paris,48.86470713912298,2.408344637349607,2025-08-20 15:00:00+00:00,1.0,1.0,32.0
20023,Pelleport - Belgrand,Paris,48.86500081847653,2.403980836377493,2025-08-20 15:00:00+00:00,1.0,1.0,14.0
20024,Gambetta - Père Lachaise,Paris,48.86429569616588,2.398228667282044,2025-08-20 15:00:00+00:00,0.0,0.0,29.0
20027,Porte de Ménilmontant,Paris,48.8691543609174,2.40932246879487,2025-08-20 15:00:00+00:00,1.0,1.0,14.0
20029,Frères Flavien - Porte des Lilas,Paris,48.8780992764359,2.41104629853209,2025-08-20 15:00:00+00:00,3.0,3.0,20.0
20030,Ménilmontant - Père Lachaise,Paris,48.863287291502,2.3869940266013,2025-08-20 15:00:00+00:00,10.0,10.0,30.0
20032,Square des Amandiers,Paris,48.86615630668046,2.3891324177384377,2025-08-20 15:00:00+00:00,7.0,7.0,18.0
